Symbol,Price_Increase_Percentage
VRCA,2890.04
BLMZ,2845.21
HCWC,2831.03
ASTI,2805.98
MFI,2762.50
CTXR,2722.28
ABVE,2698.88
NMRA,2667.67
KULR,2645.00
QXO,2633.27
GNS,2609.52
BNGO,2608.90
ATNF,2598.39
CNTM,2554.32
SMXT,2546.67
REVB,2476.27
LXEH,2468.21
NWTN,2426.99
XCUR,2400.00
KZIA,2368.36
MRM,2365.47
IGMS,2345.65
SLNH,2341.73
UMAC,2310.20
PET,2286.47
TDTH,2270.00
CYCC,2244.67
ALZN,2243.24
DUO,2230.34
CTM,2227.30
LNZA,2226.91
FLYE,2214.70
WOK,2183.78
LNKS,2182.22
DRCT,2147.17
STFS,2135.68
WATT,2105.88
ELEV,2103.62
CJET,2093.22
PEPG,2092.93
MTNB,2084.08
NITO,2067.70
SBEV,2064.85
LPTX,2054.75
PTPI,2027.66
OGEN,2021.21
DFLI,2019.35
CLDI,2014.29
GRRR,2012.44
NVVE,2009.76
KAVL,2005.15
GDC,1981.34
LRHC,1967.69
AVTE,1946.40
BTCT,1913.64
DTC,1906.25
ASTS,1863.82
SPHL,1849.03
CGC,1837.66
ENTO,1818.92
CMBM,1814.43
RCAT,1808.50
AGRI,1808.00
XHLD,1797.36
MVST,1794.39
FEBO,1793.74
SGD,1788.64
SKK,1770.30
NUWE,1765.20
GNPX,1759.09
RELI,1752.82
ADGM,1751.20
PCLA,1749.06
APM,1743.48
JNVR,1741.73
YIBO,1738.95
EVAX,1737.50
MNTS,1730.76
TPET,1721.77
KITT,1710.96
ANVS,1701.80
NIPG,1693.94
MGNX,1690.44
DSY,1688.84
FBLG,1682.06
CABA,1681.21
GORV,1669.91
SAG,1665.96
GLYC,1653.20
HWH,1650.00
ERNA,1643.03
SYRA,1638.13
TNON,1636.12
AFMD,1621.15
RR,1620.71
PLRZ,1610.62
CSLR,1585.00
PMAX,1578.57
ATHA,1571.98
ICU,1566.67
CRIS,1565.69
AUUD,1564.47
NWGL,1554.81
INLF,1553.54
CHGG,1549.63
DOMH,1544.45
MYNZ,1530.19
STEC,1527.44
FEAM,1527.14
SMMT,1513.81
CAPT,1511.40
PALI,1508.33
TNFA,1500.19
LUCY,1500.00
SLRX,1493.27
QBTS,1492.27
CLRB,1480.36
WW,1466.67
SKYE,1448.25
BLRX,1447.83
LGHL,1446.40
PTN,1445.17
ENVB,1429.69
MRSN,1429.55
PLRX,1401.68
EQC,1400.00
VRAX,1399.98
WOLF,1398.06
HIT,1382.42
QNTM,1378.59
NNE,1378.46
CISO,1376.92
BCAB,1370.79
CNEY,1369.24
CTMX,1362.50
SONN,1361.82
CRVO,1340.00
TOI,1336.55
GRYP,1334.26
AGEN,1326.81
OVID,1322.68
PTLE,1321.62
ARQQ,1319.09
SGLY,1316.93
NLSP,1314.46
PCSA,1308.45
CBUS,1297.86
VRAR,1291.10
AGH,1288.46
SERV,1275.71
GBIO,1273.42
RZLV,1256.07
IBO,1253.66
LXEO,1244.83
LGCL,1242.86
BCLI,1239.79
WGS,1239.08
TBH,1238.46
OM,1238.45
GMM,1236.49
CRBP,1234.05
CVM,1227.78
BIAF,1215.56
INAB,1208.27
LOT,1206.60
KYTX,1205.03
CDLX,1202.46
INOD,1200.37
FDMT,1197.31
TIVC,1194.23
SPCE,1193.58
TOVX,1183.85
BCTX,1179.99
TRAW,1178.95
ASNS,1178.49
SCLX,1177.78
GOVX,1173.35
SES,1165.00
FOXO,1163.36
TNYA,1158.56
HBIO,1153.52
LASE,1153.16
IDAI,1151.66
LRE,1150.91
HCWB,1150.62
BW,1148.43
MOVE,1145.43
ALGS,1144.68
LDTC,1143.78
CMLS,1142.56
SLN,1137.56
LITM,1136.84
CARM,1136.73
HLVX,1117.16
RETO,1109.79
BIVI,1109.68
TCRT,1095.10
BOLD,1093.40
SOND,1093.18
APLM,1091.92
CATX,1090.62
PAPL,1088.89
PDYN,1086.51
CISS,1084.21
SEZL,1082.62
TRSG,1078.00
ASST,1076.12
CRNC,1075.21
RAPT,1064.32
CING,1057.22
ISPC,1056.86
SKYQ,1043.75
CMRX,1040.00
STIM,1038.46
VNET,1035.92
EVTV,1033.87
MGRX,1031.31
RENT,1030.00
RDHL,1026.08
JFBR,1016.34
ANTE,1015.38
LESL,1014.81
SNTI,1014.40
PSTV,1012.58
ACXP,1008.33
OKLO,1005.42
PSIG,1005.26
KC,1001.98
ANRO,996.88
BTOC,994.42
FLX,992.04
EOSE,988.52
NGNE,984.28
DOGZ,983.33
TNGX,982.88
QNRX,975.36
OTLK,967.82
LUMN,964.84
LTRY,958.13
VERB,957.74
AENT,951.89
LIDR,951.45
SOPA,946.84
PHGE,946.12
SGMO,945.72
PTIX,944.69
ABTS,944.03
SONM,938.83
QLGN,932.81
ALBT,923.69
SLE,923.53
TSBX,918.02
CRML,915.45
PHIO,913.77
BOXL,904.72
AMPG,904.69
CASK,900.00
LPRO,895.71
ATNM,894.95
RVSN,894.88
ZJK,887.06
MIRA,882.35
AZ,873.53
ARTV,872.47
NVFY,868.83
TROO,868.32
CGTX,866.90
FGEN,866.67
GV,860.00
TIL,856.34
PC,855.00
GPUS,851.42
HCTI,850.00
TCRX,850.00
BAOS,848.61
INO,846.48
QSI,842.66
JMIA,840.00
CPOP,832.55
CDIO,831.58
INSG,830.86
MYSZ,829.50
DATS,824.75
AIFF,824.73
BIOA,824.31
TPST,821.02
GLTO,820.40
CAPS,815.10
VRME,814.24
INM,812.56
ANL,809.36
EVGN,808.69
SPRC,808.63
DNA,804.00
GUTS,803.78
EZGO,803.33
FCEL,803.23
TPIC,802.10
FATE,800.77
QH,800.75
AZI,798.00
TKNO,797.84
GDS,795.90
JSPR,791.05
BBAI,789.27
ATPC,788.79
SNGX,788.00
JG,787.29
ACRV,785.38
RVPH,782.47
ZENA,781.56
BMEA,777.78
AIRE,772.01
AQMS,770.68
NXTC,770.54
WKEY,769.57
HUMA,766.96
APP,765.58
LXRX,763.89
ENSC,762.94
DRMA,762.84
MFH,760.19
DXYZ,759.56
ALAR,757.39
REBN,754.37
RANI,749.51
IVVD,748.84
CRGX,748.33
NXL,747.15
NAOV,746.35
CHRO,744.44
RENB,740.07
UPXI,736.93
COMM,736.05
TMQ,735.55
ELWS,734.62
MMA,733.33
SPPL,733.33
SANA,733.33
YOSH,733.33
LOBO,732.07
LGVN,730.41
EBS,729.62
RDZN,725.35
LAZR,718.82
PWM,717.44
VERO,709.72
FTFT,708.70
KDLY,707.68
JVA,707.32
LODE,704.78
CLOV,703.63
BLUE,703.37
AIXI,702.79
WAVE,701.36
FTRE,697.78
OCFT,697.60
CODX,696.11
SMTK,696.02
SST,695.18
SCWO,694.36
LUNR,692.06
CREV,692.00
USEG,690.12
FOA,689.67
FAMI,688.81
RDW,686.83
ALEC,679.31
SNSE,676.00
CRVS,669.23
IBG,666.59
STKH,666.51
LTBR,664.71
BYON,664.69
SATL,662.50
ATOM,659.74
ADAP,658.59
SBET,654.86
SNES,653.77
IXHL,653.72
AEMD,653.68
IMTE,652.79
ICG,652.50
TELA,651.88
CVGI,650.06
MI,647.72
XAIR,647.66
LSB,646.77
SRFM,646.67
DYN,646.07
GXAI,646.05
LX,645.83
CYCN,645.66
FBGL,645.55
SPCB,643.14
XFOR,640.94
TRIB,639.58
BFLY,638.76
MRNA,636.37
SLXN,635.65
LYEL,635.18
EDIT,635.08
OLB,633.33
TOPW,633.33
CANG,631.82
MGX,631.71
FCUV,626.67
NPWR,624.87
INDP,620.93
ALLK,620.91
TC,620.87
NISN,618.15
BPT,616.78
BCG,614.62
GELS,614.19
CORZ,613.79
SOUN,613.71
TRUG,612.00
CXAI,610.73
BKYI,609.47
ESGL,609.22
GEVO,606.10
MRIN,606.00
CCCC,605.99
OBLG,605.90
MOB,603.53
CCM,602.63
RAY,602.33
TAOP,600.82
MIGI,600.00
GPRE,597.85
FBRX,597.81
RPID,597.29
CPIX,597.12
LRMR,595.65
SEPN,595.20
PEV,595.00
SRRK,594.97
NKTX,593.89
TIRX,591.59
GRO,591.24
ASPN,590.62
YCBD,590.17
PW,586.81
HYFM,586.67
SRM,586.61
AMPX,585.75
CNVS,583.92
ARBK,580.81
THAR,577.36
YGMZ,576.51
SKIL,576.42
TDUP,575.94
BOF,575.43
DXST,575.29
GWH,574.64
MRVI,572.09
BKKT,568.04
IBIO,565.78
CRBU,565.15
CAPR,564.77
JZXN,564.26
AAOI,564.18
BBLG,564.06
GREE,561.90
BIYA,561.16
LITB,559.34
PHUN,557.66
SNAL,557.31
HUIZ,557.14
TARA,557.05
MOBX,556.99
BATL,556.19
SGMA,553.21
WBX,551.83
HIMS,551.61
GME,551.56
STEM,550.38
PYXS,546.89
CAMP,543.98
BDTX,541.00
UNCY,538.12
SEDG,537.60
MYND,537.08
AERT,536.96
HUSA,536.44
PSNL,534.36
IVDA,533.86
BTTR,531.72
MRKR,530.53
ARVN,530.35
VIVK,526.82
NVAX,526.25
OSTX,525.00
ZSPC,522.67
GTBP,519.77
ARBB,519.47
VRNA,518.09
SMSI,517.19
RDDT,516.89
PLTR,516.87
FEDU,516.85
NTRP,513.72
MLEC,513.21
EVOK,512.48
LIPO,512.24
TERN,511.26
ANNX,510.89
LSH,510.23
ALDX,510.17
OST,509.38
ETON,507.43
GCTS,506.06
PULM,504.65
IMCC,504.62
EHGO,504.18
LVLU,502.30
ALTS,500.78
LMFA,498.83
ARBE,498.82
OTRK,497.52
CURR,497.46
RMTI,496.20
GORO,495.97
BLNK,495.14
OXBR,493.34
COEP,493.07
RCKT,492.97
SMCI,491.48
DPRO,488.71
UP,488.46
MHUA,488.00
LNSR,486.58
ATHE,486.41
FUBO,486.36
UGRO,482.21
EVTL,481.45
APPS,481.36
OLMA,481.12
MPU,477.32
EDAP,476.87
JL,475.54
LSF,473.68
UPB,473.15
MBX,472.92
MTEK,472.11
TLRY,471.59
AEI,470.37
EPIX,470.36
EYPT,470.33
IMNN,470.31
BTCS,469.47
BKSY,467.88
CSCI,466.33
NOTV,463.48
CORT,463.00
CTNM,462.66
WIMI,461.75
SENS,460.00
ARCT,459.70
AIRS,456.87
UXIN,456.02
AMBO,455.00
SANW,452.38
PLAG,452.00
LWLG,451.83
EVGO,449.70
MTEN,448.33
XBP,448.10
PASG,446.67
MGIH,446.40
NRXP,446.36
GVH,446.00
WORX,444.86
ITP,444.25
GALT,444.08
BNRG,443.55
ACRS,443.35
CHEK,442.86
VNCE,442.52
QSG,441.50
CCG,440.54
LBGJ,439.22
ADIL,438.29
MSTR,437.62
SNOA,435.66
HTLM,434.63
CMPX,433.33
RAIL,433.11
THRD,432.70
ROOT,432.14
TOYO,430.88
APLD,428.81
BGM,427.86
DTSS,427.61
ANY,426.32
BMRA,425.88
ACET,425.61
WXM,425.59
LFVN,424.52
CTHR,423.49
EQ,421.69
CELU,421.63
SRI,419.77
PDSB,419.69
GRAL,418.98
AKTX,417.65
PHAT,417.32
SYT,416.94
COCH,416.53
GLE,416.18
BTDR,416.06
CRDO,415.40
AGL,415.33
LVWR,414.86
QURE,414.21
ADN,414.04
MSGM,413.26
AUR,412.86
ESLA,412.70
BGFV,412.50
AIRJ,412.47
BEEM,411.97
WRD,411.63
INDI,411.11
WULF,410.99
GFAI,410.53
LCFY,410.45
BAER,408.81
COSM,407.88
REAL,407.54
CAN,406.98
ENZ,405.95
,404.18
CUE,402.22
ASPI,401.61
SABS,401.00
ATLX,400.56
BGLC,400.00
CNTX,400.00
EU,400.00
AMC,399.16
MSW,399.06
MURA,398.95
MNY,398.91
REE,398.72
OCTO,397.95
GPRO,397.49
GDEV,397.21
PACS,395.15
SLGL,394.01
XRX,393.02
RXST,392.89
ADCT,392.38
LFWD,391.80
PMNT,390.91
WTF,390.12
WLFC,389.46
PTHL,388.64
ASPS,388.54
KINS,388.04
BITF,387.37
AISP,387.37
LOCL,387.11
EAF,386.54
SDA,385.12
AZUL,384.67
FTHM,382.95
IFBD,382.76
SPWH,382.61
RPTX,382.02
CLIK,381.36
DJT,381.28
XYF,380.98
APCX,380.65
FRGE,379.55
CCLD,379.21
QNCX,378.89
CHPT,378.43
XGN,378.35
SATX,378.00
NAK,377.78
NTLA,377.63
PSQH,376.66
TROX,375.86
QRHC,375.25
AUTL,375.11
ENGN,374.86
GPCR,374.58
ALLT,374.37
CNL,374.22
CNF,373.33
VIOT,373.16
RNAC,373.11
CETY,372.22
SOS,371.95
NCEW,371.59
KAPA,370.26
BCYC,370.16
PMN,369.58
CDNA,369.54
PLBY,369.23
PAVS,368.75
FLYX,368.72
CELH,368.48
NAUT,368.18
UPST,368.11
TIGR,367.10
CE,367.07
BIRD,366.51
GP,365.85
TLSA,365.85
MKFG,364.35
BRNS,364.06
SLQT,363.51
SNBR,363.17
DMRC,362.84
RAPP,362.52
SCNI,362.18
VIGL,361.89
IBRX,361.84
LPSN,361.71
AMLX,361.59
AQB,361.41
YMAB,360.62
CMTG,360.56
AKYA,360.40
MATV,359.91
HUT,359.71
CNFR,358.91
PONY,358.35
VEEE,357.55
BQ,356.79
JUNE,354.55
PLUG,353.70
IINN,353.45
FGL,353.45
ALHC,352.90
LB,351.73
GOTU,351.07
UI,350.86
BZFD,350.79
ZBIO,350.43
SQNS,350.00
GAME,350.00
GSUN,349.32
BLMN,348.77
GERN,348.74
TISI,348.41
BORR,348.15
BRFH,347.57
OTLY,346.67
BYRN,346.47
NKTR,346.30
SEED,346.15
TECX,345.77
PBF,345.33
EWCZ,345.22
EKSO,345.03
BOLT,345.00
RBOT,344.96
WOOF,344.84
ODP,344.83
DTI,344.76
AVXL,344.62
SMRT,344.11
SLDB,344.04
DDL,343.52
EAT,343.21
HOFV,343.05
JELD,342.97
XRTX,342.63
ACHR,342.28
SPAI,342.17
PAVM,341.80
DAVE,341.54
JZ,341.51
AMRC,340.89
VRA,340.74
CGEM,340.73
ELF,340.42
CMMB,340.41
MIST,339.72
HIVE,339.68
FLUX,339.13
FSI,338.79
FULC,338.53
PCVX,337.67
DTCK,336.87
WKSP,334.78
ABOS,334.59
ADV,334.23
KURA,334.01
CVNA,333.13
VKTX,332.66
ABVC,332.50
CALC,332.07
REKR,329.95
CIFR,329.57
LIVE,329.44
ECX,329.04
LPCN,328.73
DBI,328.68
NRGV,328.19
MAIA,327.86
MSAI,327.53
TKLF,326.65
SGMT,326.59
AXDX,326.53
CMTL,326.45
ESPR,325.95
ALMS,325.47
LPTH,325.00
IAUX,324.65
VATE,324.31
PXLW,324.07
AVTX,323.20
SMHI,323.14
API,322.74
IMNM,321.75
ENTA,321.52
SCYX,321.47
COE,321.31
DUOT,321.23
FTCI,320.93
BRY,320.62
TBRG,320.50
LGPS,320.30
XELB,320.30
CURV,319.27
FWRD,318.40
IMTX,317.27
TOPP,316.67
SGHT,316.26
AREC,315.74
MHLD,315.22
XPEV,314.66
NXPL,314.41
PLCE,314.39
MASS,313.81
DAO,313.29
SERA,313.21
ANEB,312.45
TSHA,311.43
SKIN,310.99
QTRX,310.71
GANX,310.11
NTHI,309.84
XMTR,309.12
DLHC,308.99
RUN,308.44
CELZ,308.28
CASI,307.98
CNTB,307.82
ALAB,307.04
RCT,306.50
PNBK,306.06
BOWN,305.90
JFIN,305.50
UNFI,305.13
LHSW,304.95
NINE,304.74
CRDL,304.72
MSC,304.35
TIXT,304.23
VOR,304.08
CVKD,304.06
AUST,303.80
PTON,303.70
LZMH,302.95
EVH,302.75
UONEK,301.94
PL,301.80
AARD,301.23
STAK,300.88
AKA,300.12
CDTG,300.07
PHH,300.00
ADMA,300.00
OCGN,300.00
TEM,299.52
BDSX,298.90
LSE,298.67
MYGN,298.64
DTIL,298.61
DCTH,298.36
BYND,298.07
TOON,297.65
BLBX,297.34
SLDP,297.06
VCSA,295.65
OCG,295.60
APRE,295.39
ADPT,295.18
ARRY,294.95
BFRG,294.52
PI,294.22
ADVM,293.81
WVE,293.76
ADXN,293.24
SLRN,292.95
ACLS,292.60
SRG,292.59
PDEX,291.33
AEYE,291.13
ITOS,290.62
SMLR,290.61
AHG,290.18
BREA,290.08
NRDY,290.01
AYRO,289.99
MODD,289.71
BETR,289.61
CMCO,289.13
VERU,288.89
ECOR,288.25
MYTE,288.20
INSM,287.36
AREN,287.14
CMPS,286.75
GLUE,286.29
AVD,286.28
LEXX,286.09
AMN,286.06
CADL,285.73
ILAG,285.71
XWEL,285.60
DBVT,285.57
PLSE,285.51
CARA,285.47
BKTI,285.35
DRIO,285.11
FNGR,284.47
EUDA,284.15
ARMP,284.14
LMND,283.82
CRMD,283.66
LCTX,283.43
CYRX,283.08
GRWG,283.02
IMRX,283.00
CNTY,282.71
MOLN,282.53
SER,282.41
YHGJ,281.96
NNVC,281.91
TELO,281.71
MKTW,281.48
LVTX,281.09
PLAY,280.70
XNCR,280.45
BTM,280.29
WBTN,280.15
SYNX,280.13
ATRA,280.00
DNUT,279.08
HKPD,279.00
QUIK,278.64
BCDA,278.46
AXGN,278.38
CGTL,278.21
XNET,278.08
BRCC,277.78
VG,277.78
AP,277.03
CLPT,276.86
CREX,276.81
TLYS,276.05
BIOX,275.50
EDN,275.11
IKT,275.00
CLIR,274.73
IBTA,274.49
AXTI,274.34
ITRM,273.76
HNST,273.75
ABLV,273.66
DLPN,272.16
BGI,272.09
INTJ,271.56
ATKR,271.43
SYRE,271.13
DOCS,271.12
JWEL,270.96
AFRM,270.92
DXLG,270.75
STAA,270.37
BYSI,269.90
GCT,269.83
MITQ,268.96
GMGI,268.82
BVS,268.72
BLIN,268.42
SDOT,268.37
MGPI,268.31
NTRB,268.12
CHRS,268.01
GNLX,267.81
ULCC,267.74
WFRD,267.55
LEU,266.89
CBAT,266.84
AXIL,266.67
LAC,266.34
TSAT,266.23
FBYD,266.02
XPRO,265.94
CPRI,265.43
TSE,265.28
AIMD,265.00
EBON,264.67
ELDN,264.47
SKBL,264.13
ATXS,263.94
MIND,263.93
AYTU,262.89
JFU,262.83
XBIT,261.89
AVR,261.73
NRIX,261.37
AKBA,261.25
AMR,261.17
SRPT,260.86
BMR,260.75
EDSA,260.65
SSY,260.17
EWTX,259.62
LVO,259.54
CENN,259.37
GETY,259.20
XERS,259.17
CLS,258.43
VFF,258.41
CLNN,257.98
TDW,257.47
CLF,257.21
JCSE,256.66
OBIO,256.22
BNTC,255.79
MNTK,255.43
True,255.38
DOYU,255.11
BBAR,254.75
GURE,254.60
ENVX,254.46
AMPY,254.35
TMC,253.68
ALTG,253.39
RUM,253.25
ANTX,252.87
BHVN,252.75
DH,252.09
INTS,252.00
TSLA,251.97
LIXT,251.96
BMBL,251.83
AEVA,251.82
MAX,251.71
NMTC,251.54
HKD,251.52
RRGB,251.15
HYLN,250.43
ASRT,250.01
IHRT,249.41
GEV,248.93
FHTX,248.64
ACIU,248.15
CRGO,248.03
FOSL,248.00
ESOA,247.89
UCL,247.70
SION,247.45
BTCM,247.15
KGEI,247.02
MATH,246.63
OCC,246.53
PCT,246.22
RVYL,246.21
SCOR,246.19
ICCM,245.83
REPL,245.53
CIVI,245.02
SACH,244.79
NAMI,244.44
AMCX,243.44
URG,243.23
BNR,243.13
PLL,242.91
ELTX,242.81
SPIR,242.33
XTLB,242.09
AEHR,241.95
SSP,241.91
IFRX,241.71
CPHI,241.67
ERAS,241.58
WYY,241.53
CURI,241.32
ROLR,241.13
TNDM,240.89
BFRI,240.86
MWG,240.76
SAGE,240.69
TRVG,240.62
SPRO,240.46
YI,240.17
PUBM,240.08
FNKO,239.91
BTBT,239.64
SFIX,239.32
UCTT,239.22
AMST,239.08
COGT,238.98
DSP,238.87
COMP,238.84
SPRB,238.52
ANAB,238.33
NOTE,238.29
NVTS,238.16
NRC,238.11
NRSN,237.89
XOS,237.73
GDTC,237.49
SKYT,237.48
AS,236.30
IMAB,236.13
PLX,236.01
ISPR,236.00
CNET,235.56
ECDA,235.56
LINK,235.38
HUHU,235.25
TGTX,235.03
CHR,234.95
THCH,234.88
AMSC,234.68
KALA,234.33
HELE,234.02
BLDP,233.53
BBGI,233.33
UHG,233.33
PGEN,233.18
EXFY,233.06
CSBR,233.05
CLSK,231.53
LOOP,231.11
GNTA,230.91
BE,230.71
FTK,230.67
IDYA,230.26
AGX,230.10
TOP,230.00
BWEN,229.79
CLMT,229.30
GES,229.01
STOK,228.60
WWR,228.54
CYD,228.30
ATYR,228.17
GENK,228.00
INBS,228.00
EB,227.98
ATOS,227.54
CBLL,227.17
AKRO,226.99
XYLO,226.91
CLDX,226.39
AIRG,226.20
RXRX,226.12
CKPT,226.09
AMTX,225.98
LOVE,225.83
VERV,225.52
HYPR,225.51
AOSL,225.34
CLRO,225.13
ACHC,224.32
FENG,224.22
BROS,223.58
OLN,223.33
SLND,223.24
HNRG,223.18
BAK,223.16
INDO,222.82
LFMD,222.81
TMDX,222.49
STLA,222.29
SMTC,221.85
NGVC,221.81
CIA,221.35
TRVI,221.30
SSTK,221.25
CSIQ,220.88
NVNO,220.79
BGSF,220.62
WETH,220.35
ICAD,220.34
MCTR,220.00
CDXS,220.00
SOC,219.78
AMKR,219.74
LEDS,219.69
SSL,219.42
LDI,219.31
ULBI,218.81
MREO,218.73
JRVR,218.67
DMAC,218.62
FUFU,218.53
MXL,218.44
JANX,218.43
TPL,218.36
SDRL,218.26
PSNY,217.98
INCR,217.95
ARWR,217.76
RAYA,217.69
CGON,217.50
MBLY,217.37
EHTH,217.32
CVRX,216.55
HEPS,216.41
XIN,216.14
RCKY,216.06
ALLO,215.45
DNLI,215.33
BCAX,215.26
UPLD,215.08
ABSI,214.93
UEIC,214.86
AIRI,214.67
ALT,214.10
FGI,213.12
CC,213.08
SNT,212.60
GTE,212.31
ARTW,211.99
MODG,211.62
BTU,211.55
TBI,211.14
GYRE,210.97
ELBM,210.91
ADNT,210.66
CAL,210.61
PAYS,210.56
EDRY,210.50
BB,210.45
GOSS,210.43
GEO,210.30
VAL,210.13
LPG,210.08
EL,209.92
LZM,209.77
USAU,209.21
MPTI,209.13
SMWB,208.93
MRT,208.72
MARA,208.66
PAL,208.52
VFC,208.40
CLLS,207.27
AUID,206.98
TRDA,206.90
CLGN,206.82
SOFI,206.49
YSXT,205.85
NSSC,205.74
FOXF,205.63
TMCI,204.85
DUOL,204.56
IIPR,204.47
EDUC,204.41
ACHV,203.80
APLS,203.55
LCUT,203.38
SRZN,203.34
INHD,203.33
CLCO,203.33
TATT,203.09
VERI,202.96
CSTE,202.67
GSIT,202.47
INKT,202.41
SPT,202.24
SRTS,201.92
ANF,201.21
NTGR,201.05
COOK,200.76
CSTM,200.55
SYM,200.31
CYBN,200.21
MGLD,200.00
RDFN,199.80
ARHS,199.70
ISPO,199.36
AVDL,199.22
DSGN,198.85
BOOM,198.67
ENPH,198.29
DENN,198.25
ALGT,198.14
DOUG,198.00
ASM,197.99
TRMD,197.57
NIU,196.97
HCAI,196.76
CMPO,196.37
CAMT,196.35
PACB,196.30
CAVA,196.17
TH,196.00
VHI,195.47
PII,195.34
SKYX,195.26
HAIN,194.69
WNC,194.47
INMB,194.44
FSLY,194.41
TRUP,194.06
LAB,193.97
RSI,193.87
CRNT,193.85
RCON,193.65
DBRG,193.60
TDS,193.52
SGHC,193.45
AVAH,193.36
NNOX,193.33
PARR,193.17
YPF,193.14
XTNT,193.11
BILI,193.08
SYPR,192.80
TLSI,192.57
SNPX,192.39
RCUS,192.00
VIR,191.92
CLMB,191.81
DLTH,191.77
NVCR,191.71
LANV,191.63
AMBC,191.47
ML,191.46
SCPH,191.24
BTE,191.18
COHU,191.17
ASTL,191.13
VECO,191.08
COCP,191.07
AMRN,190.96
DDD,190.65
SFM,190.52
ETWO,190.29
OCUL,190.02
USEA,190.00
HFFG,190.00
KLC,189.91
HIMX,189.79
BRLS,189.76
USGO,189.20
OUST,189.04
GOCO,188.86
CREG,188.50
IE,188.44
SOL,188.43
DYAI,188.43
USAS,188.19
LGCY,188.06
CRS,187.91
ADTN,186.64
NN,186.53
SKE,186.34
DK,186.30
CTGO,186.10
SE,185.74
ZYBT,185.71
LUCD,185.67
MYO,185.56
XPOF,185.39
FLYW,185.37
VFS,185.33
EH,185.33
TARS,185.26
CRK,185.01
TENX,184.84
ETNB,184.62
RECT,184.44
LWAY,184.39
CDTX,184.09
IESC,183.94
TLN,183.89
BWLP,183.84
PCRX,183.78
TOMZ,183.55
DARE,183.15
LTRN,182.75
LEG,182.72
ATEC,182.58
FNA,182.37
CLNE,182.31
RBRK,182.29
TLPH,182.22
INLX,182.05
DAWN,181.90
FORM,181.80
ASC,181.73
DV,181.68
CRDF,181.59
TEO,181.52
GDYN,181.15
PBI,180.87
JOB,180.81
CYH,180.69
BMA,180.48
MXC,180.48
ELUT,180.21
ATLC,180.15
QS,180.00
CHNR,179.88
ROMA,179.86
MOGO,179.73
GRNQ,179.72
